variable_a,variable_b,pearson
qty_plus_directory,qty_dollar_file,0.9845893166127816
qty_plus_directory,qty_questionmark_file,0.9845893166127816
qty_plus_directory,qty_slash_file,0.9845893166127816
qty_plus_directory,qty_hashtag_directory,0.9845893166127816
qty_plus_directory,qty_hashtag_file,0.9845893166127816
qty_equal_directory,qty_equal_file,0.984501457218119
qty_comma_file,qty_plus_file,0.9843782927727288
qty_exclamation_directory,qty_space_directory,0.9841916869780497
qty_comma_directory,qty_plus_file,0.9840042602734025
qty_plus_directory,qty_at_file,0.983963180318456
qty_tilde_directory,qty_space_file,0.9837412027108937
qty_dollar_directory,qty_questionmark_file,0.9836397293732604
qty_dollar_directory,qty_dollar_file,0.9836397293732604
qty_dollar_directory,qty_hashtag_file,0.9836397293732604
qty_dollar_directory,qty_slash_file,0.9836397293732604
qty_questionmark_directory,qty_dollar_directory,0.9836397293732603
qty_hashtag_directory,qty_dollar_directory,0.9836397293732603
qty_tilde_directory,qty_equal_file,0.9836127757673188
qty_plus_directory,qty_tilde_file,0.9833405353156359
qty_exclamation_directory,qty_tilde_directory,0.9833202597271411
qty_dollar_directory,qty_at_file,0.983013608578178
qty_space_file,qty_plus_file,0.9829626183676758
qty_equal_file,qty_plus_file,0.9827274819577834
qty_dollar_directory,qty_tilde_file,0.9823915644576878
qty_exclamation_directory,qty_dollar_directory,0.9823862752000179
qty_plus_directory,qty_exclamation_file,0.982236532949356
qty_plus_directory,qty_and_file,0.9821561849655898
qty_plus_directory,qty_comma_file,0.9815259251634947
qty_dollar_directory,qty_exclamation_file,0.9812871398655244
qty_comma_directory,qty_plus_directory,0.9811525993018463
qty_dollar_directory,qty_and_file,0.9806309701878503
qty_dollar_directory,qty_comma_file,0.9805781643736271
qty_exclamation_directory,qty_plus_file,0.9804094359127024
qty_comma_directory,qty_dollar_directory,0.9802049062631069
qty_plus_directory,qty_space_file,0.9801147008643833
qty_plus_directory,qty_equal_file,0.9800537180453361
qty_space_directory,qty_tilde_directory,0.9795805762532523
qty_exclamation_params,qty_dollar_params,0.9793720964257319
qty_dollar_directory,qty_space_file,0.9791685728432954
qty_exclamation_directory,qty_plus_directory,0.9790206192807664
qty_space_directory,qty_plus_file,0.9788125597172754
qty_dollar_directory,qty_equal_file,0.9787521431794057
qty_equal_directory,qty_slash_file,0.9785376124911008
qty_equal_directory,qty_dollar_file,0.9785376124911008
qty_equal_directory,qty_hashtag_file,0.9785376124911008
qty_equal_directory,qty_hashtag_directory,0.9785376124911008
qty_equal_directory,qty_questionmark_file,0.9785376124911008
qty_questionmark_directory,qty_equal_directory,0.9785376124911006
qty_equal_directory,qty_at_file,0.9778994289147731
qty_equal_directory,qty_and_file,0.9776841931015355
qty_equal_directory,qty_tilde_file,0.977411380129636
qty_equal_directory,qty_exclamation_file,0.9761866996625432
qty_space_directory,qty_plus_directory,0.9759757424586427
qty_tilde_directory,qty_plus_file,0.975816336504611
qty_comma_params,qty_hashtag_params,0.9757148952311911
qty_equal_directory,qty_comma_file,0.9755930166423651
qty_tilde_params,qty_comma_params,0.9753448858680083
qty_plus_params,qty_hashtag_params,0.9753271936087615
qty_equal_directory,qty_comma_directory,0.9752139978806736
qty_space_directory,qty_dollar_directory,0.9750328930164935
qty_tilde_params,qty_plus_params,0.9749558424750173
qty_tilde_directory,qty_plus_directory,0.9744253394911714
qty_space_params,qty_comma_params,0.9743406416519312
qty_comma_params,qty_asterisk_params,0.9742674317922265
qty_tilde_directory,qty_dollar_directory,0.9740899246654667
qty_equal_directory,qty_space_file,0.9740673649168015
qty_space_params,qty_plus_params,0.9739514044751936
qty_plus_params,qty_asterisk_params,0.9738779268247878
qty_and_directory,qty_dollar_directory,0.9733656622458765
qty_equal_directory,qty_exclamation_directory,0.9715133119216854
qty_dollar_directory,qty_plus_file,0.9712857798238824
qty_plus_directory,qty_dollar_directory,0.9700864737873247
qty_equal_directory,qty_space_directory,0.9699345772219067
qty_comma_params,qty_dollar_params,0.9690292470875697
qty_plus_params,qty_dollar_params,0.9686341821650679
qty_equal_directory,qty_tilde_directory,0.96764736148127
qty_equal_directory,qty_plus_file,0.9665526172452253
qty_equal_directory,qty_plus_directory,0.9640773646229148
qty_slash_url,qty_slash_directory,0.9636036959010837
qty_at_params,tld_present_params,0.9631558647175903
qty_at_directory,qty_and_directory,0.962973627397874
qty_equal_directory,qty_dollar_directory,0.9624471858793076
qty_exclamation_params,qty_comma_params,0.9620215471689444
qty_exclamation_params,qty_plus_params,0.9616264304450666
qty_equal_params,qty_params,0.9607558004308929
qty_comma_params,qty_plus_params,0.9546739923967054
qty_equal_url,qty_equal_params,0.9500554561949315
qty_questionmark_params,qty_hashtag_params,0.9484974920083975
qty_questionmark_params,qty_tilde_params,0.9483389598617439
qty_questionmark_params,qty_space_params,0.9470889278456729
qty_questionmark_params,qty_asterisk_params,0.9470073994864746
qty_asterisk_directory,qty_asterisk_file,0.9469139273057601
qty_percent_directory,qty_percent_file,0.944236783188671
qty_at_directory,qty_dollar_directory,0.9435244347740157
qty_equal_params,qty_and_params,0.9428425667776256
qty_questionmark_params,qty_dollar_params,0.9421496887606375
qty_and_directory,qty_exclamation_directory,0.9397603940465928
qty_hashtag_params,tld_present_params,0.9385513396351044
qty_and_directory,qty_and_file,0.9384924912935205
qty_tilde_params,tld_present_params,0.9383708385508992
qty_space_params,tld_present_params,0.9373469125310389
qty_asterisk_params,tld_present_params,0.9372476202178702
qty_at_params,qty_hashtag_params,0.936105828565907
qty_questionmark_params,qty_exclamation_params,0.9358551445987099
qty_at_params,qty_tilde_params,0.9356407800043562
qty_and_directory,qty_hashtag_file,0.9355426957860874
qty_and_directory,qty_questionmark_file,0.9355426957860874
qty_and_directory,qty_slash_file,0.9355426957860874
qty_and_directory,qty_hashtag_directory,0.9355426957860874
qty_and_directory,qty_dollar_file,0.9355426957860874
qty_questionmark_directory,qty_and_directory,0.9355426957860872
qty_and_directory,qty_at_file,0.9351075648106375
qty_at_params,qty_asterisk_params,0.9349932002540836
qty_underline_directory,qty_underline_file,0.9347678331707666
qty_at_params,qty_space_params,0.9347464785401479
qty_and_directory,qty_tilde_file,0.9343480546839098
qty_and_directory,qty_exclamation_file,0.9332786472345364
qty_and_directory,qty_equal_file,0.9329356631845286
qty_and_directory,qty_comma_file,0.9326164292386089
qty_and_directory,qty_comma_directory,0.9322576901791578
qty_questionmark_params,qty_comma_params,0.9320218974367737
qty_dollar_params,tld_present_params,0.9315702738314957
qty_and_directory,qty_space_file,0.9312792317696347
qty_at_params,qty_dollar_params,0.9296227704977164
qty_exclamation_params,tld_present_params,0.9278987212771258
qty_and_directory,qty_space_directory,0.9273366675760117
qty_and_directory,qty_tilde_directory,0.9270266895573648
qty_questionmark_params,qty_plus_params,0.9253822827519781
qty_and_directory,qty_plus_file,0.9243948572685259
qty_and_directory,qty_plus_directory,0.9236466876011504
qty_equal_url,qty_and_params,0.9234930173471307
qty_at_params,qty_exclamation_params,0.922017963344422
qty_equal_directory,qty_and_directory,0.9213490142176778
qty_asterisk_file,qty_hashtag_file,0.916741139184544
qty_slash_file,qty_asterisk_file,0.916741139184544
qty_questionmark_file,qty_asterisk_file,0.916741139184544
qty_asterisk_file,qty_dollar_file,0.916741139184544
qty_questionmark_directory,qty_asterisk_file,0.916741139184544
qty_hashtag_directory,qty_asterisk_file,0.916741139184544
qty_tilde_file,qty_asterisk_file,0.9167372976910072
qty_at_file,qty_asterisk_file,0.9164064553005892
qty_exclamation_file,qty_asterisk_file,0.9157882009389935
qty_dot_directory,qty_dot_file,0.9152901786437224
qty_comma_params,tld_present_params,0.9147550574399159
qty_and_url,qty_and_params,0.914621918774864
qty_and_file,qty_asterisk_file,0.9140209671616984
qty_comma_file,qty_asterisk_file,0.9138883957406571
qty_at_directory,qty_exclamation_directory,0.9138563182914666
qty_comma_directory,qty_asterisk_file,0.9135406790257904
qty_plus_params,tld_present_params,0.9133023295878043
qty_at_params,qty_comma_params,0.9129623981156524
qty_space_file,qty_asterisk_file,0.9125745276512893
qty_equal_file,qty_asterisk_file,0.9122288350144991
qty_exclamation_directory,qty_asterisk_file,0.9114314852477777
qty_at_directory,qty_at_file,0.9109638837060606
qty_and_directory,qty_asterisk_directory,0.9105289755393547
qty_at_directory,qty_hashtag_file,0.910401747531735
qty_at_directory,qty_slash_file,0.910401747531735
qty_at_directory,qty_hashtag_directory,0.910401747531735
qty_questionmark_directory,qty_at_directory,0.910401747531735
qty_at_directory,qty_dollar_file,0.910401747531735
qty_at_directory,qty_questionmark_file,0.910401747531735
qty_at_params,qty_plus_params,0.9102768828253844
qty_at_directory,qty_tilde_file,0.9092417712553964
qty_space_directory,qty_asterisk_file,0.908720500437967
qty_at_directory,qty_exclamation_file,0.9082483841372431
qty_questionmark_params,qty_at_params,0.9079703818548521
qty_at_directory,qty_and_file,0.9077570897454842
qty_at_directory,qty_comma_file,0.9075590321305776
qty_at_directory,qty_comma_directory,0.9072112066522285
qty_tilde_directory,qty_asterisk_file,0.9070712228665727
qty_at_directory,qty_space_file,0.9062565858603826
qty_questionmark_params,tld_present_params,0.9060766239301242
qty_at_directory,qty_equal_file,0.9058516032277496
qty_plus_file,qty_asterisk_file,0.9052282062253328
qty_plus_directory,qty_asterisk_file,0.9026037467077129
qty_at_directory,qty_space_directory,0.9024230772167374
qty_dollar_directory,qty_asterisk_file,0.901731075612218
qty_at_directory,qty_tilde_directory,0.901504119495636
qty_asterisk_directory,qty_dollar_directory,0.9014162809202148
